Question,A,B,C,D,Correct Option,Subject,GPT-3.5,GPT-4,Eval GPT-3.5,Eval GPT-4
"A 6-year-old child presents with black spots on sclera and ear. His urine sample was collected for examination (A). After 30 minutes of collection, the colour of urine sample had changed to (B). What is the most probable enzyme deficiency, child is suffering from?",Phenylalanine hydroxylase,Epimerase,Multiple carboxylase,Homogentisic acid oxidase,D,Pediatrics,D,D,1,1
Microcephaly is defined as head circumference _________,< 1SD for age and sex,< 2SD for age and sex,< 3SD for age and sex,< 4SD for age and sex,C,Pediatrics,B,C,0,1
A3 year old girl has problems with writing and spelling. Other intelligence is normal -,Dyslexia,Mental retardation,Specific writing disorder,Dysphonia,A,Pediatrics,C,C,0,0
The most common presentation of a child with Wilms' tumor is:,As asymptomatic abdominal mass,Hematuria,Hypertension,Hemoptysis due to pulmonary secondary,A,Pediatrics,A,A,1,1
What is the approximate Total fetal cardiac output?,300 ml/kg/min,450 ml/kg/min,600 ml/kg/min,150 ml/kg/min,B,Pediatrics,C,A,0,0
Which of the following procedures is routine technique for karyotyping using light microscopy:,C-banding,G-banding,Q-banding,V-staining,B,Pediatrics,B,B,1,1
Treatment of multiple carboxylase deficiency,Biotin,Pyridoxine,Thiamine,Folic acid,A,Pediatrics,A,A,1,1
Investigation of choice for Hydrocephalus in infants ?,Cranial USG,CT Scan,MRI,X-ray skull,A,Pediatrics,A,A,1,1
In a fetus highest O2 concentration found in,svc,ivc,right ventricle,aoa,B,Pediatrics,C,D,0,0
Assessment of pre-ductal O2 saturation in PDA of a 3 minute born infant is done at?,Fetal left Upper limb,Fetal left lower limb,Fetal Right Upper limb,Fetal right lower limb,C,Pediatrics,A,C,0,1
Trisomy 13 is seen in -,Edward syndrome,Patau syndrome,Down syndrome,Tumer syndrome,B,Pediatrics,B,B,1,1
Horizontal line can be drawn by a child at the earliest by the age of:,1 yr,2 yrs,3 yrs,4 yrs,B,Pediatrics,B,B,1,1
Initial protein requirement of a Kwashiorkor child (g/kg/day):,0.5-1.0,1.0-1.5,1.5-2.0,3-Feb,B,Pediatrics,D,C,0,0
"A 15-year-old boy presented with 1 day history of bleeding gums, subconjunctival bleed and purpuric rash. Investigations revealed: Hb 6.4 gm/dL; TLC-26,500/mm3; prothrombin time-20 sec with a control of 13 sec; partial thromboplastin time-50 sec; and fibrinogen 10 mg/dL. Peripheral smear was suggestive of acute myeloblastic leukemia. Which of the following is the most likely?",Myeloblastic leukemia without maturation,Myeloblastic leukemia with maturation,Promyelocytic leukemia,Myelomonocytic leukemia,C,Pediatrics,C,C,1,1
A premature infant is born with a patent ductus aeriosus. Its closure can be stimulated by administration of,Prostaglandin analogue,Estrogen,Anti-estrogen compounds,Prostaglandin inhibitors,D,Pediatrics,D,D,1,1
When should folic acid supplementation start in order to be effective in preventing neural tube defects?,As soon as pregnancy is diagnosed,Before the beginning of 2nd trimester,At least one month before conception,At least 1 week before conception,C,Pediatrics,A,A,0,0
Turner syndrome is most commonly associated with which of the following?,Sacral agenesis,Coarctation of aoa,VSD,ASD,B,Pediatrics,B,B,1,1
"A child presents with growth retardation, hypogonadism, alopecia and immunodeficiency. The child has deficiency of -",Zinc,Vitamin A,Folic Acid,Cholecalciferol,A,Pediatrics,A,A,1,1
"A 14-year-old girl has a 9-month history of diarrhea, periumbilical and postprandial abdominal pain, fever, and weight loss. Her menses are now irregular. She has had several episodes of blood in her stools. Which of the following is the most likely diagnosis?",Chronic appendicitis,Chronic pancreatitis,Crohn disease,Bulimia,C,Pediatrics,C,C,1,1
Biotin may be used for treatment of which of the following conditions?,Maple syrup urine disease,Methylmalonic acidemia,Phenylketonuria,Multiple carboxylase deficiency,D,Pediatrics,D,D,1,1
Leukoreduced blood products have lower WBC&;s than normal by what fold,1 log reduction,2 log reduction,3 log reduction,4 log reduction,C,Pediatrics,B,B,0,0
Holt oram syndrome is characterised by,ASD,Pulmonary stenosis,TGA,TAPVC,A,Pediatrics,A,A,1,1
What is normal average IQ?,100,90,80,70,A,Pediatrics,A,A,1,1
K-F ring is seen in:,Wilson disease,Von Gierke disease,Phenylketonuria,Diabetes,A,Pediatrics,A,A,1,1
"A neonate born to infected hepatitis-B mother, should be treated with:",Isolation,Immunoglobulins,Hepatitis-B-vaccine,Immunoglobulins and hepatitis-B-vaccine,D,Pediatrics,B,B,0,0
Beta globin missense gene mutation seen in?,Thalassemia,Sickle cell anemia,Hb Ba,HbH,B,Pediatrics,B,B,1,1
Congenital Wilson's disease is characterized by:,KF ring is present at birth,May present as acute hepatitis,Decreased urinary copper excretion,Decreased hepatic copper concentration,B,Pediatrics,B,B,1,1
Bih length doubles by what age?,1 year,2 years,3 years,4 years,D,Pediatrics,C,B,0,0
Ligamentum teres of the liver is a remnant of ________,Umbilical aeries,Umbilical vein,Ductus venosus,Ductus aeriosus,B,Pediatrics,B,B,1,1
Most common endocrine abnormality in Down's syndrome is-,Hypothyroidism,Hypoparathyroidism,Congenital adrenal hyperplasia,Cushing's disease,A,Pediatrics,A,A,1,1
Risk of having a child with Down syndrome:,Is unaffected by maternal age,Decreases with increase in maternal age,Increases with increase in paternal age,Increases with increase in maternal age,D,Pediatrics,D,D,1,1
Cut off value for anemia at 6 months to 6 years is ________,10 gm/dl,11 gm/dl,12 gm/dl,13 gm/dl of venous blood,C,Pediatrics,A,A,0,0
"A 4-year-old girl always had to wear warm socks even in summer season. On physical examination, it was noticed that she had high blood pressure and her femoral pulse was weak as compared to radial and carotid pulse, a chest radiography showed remarkable notching of ribs along with their lower borders. This was due to:",Femoral artery thrombosis,Coarctation of aorta,Raynaud's disease,Takayasu arteritis,B,Pediatrics,B,B,1,1
"For the below set of immunologic abnormalities, select the most likely clinical presentation.Serum IgGSerum IgASerum IgMT-cell functionParathyroid functionNormalNormalNormalDecreasedDecreased","A 5-year-old boy who, after 3 months of age, developed recurrent otitis media, pneumonia, diarrhea, and sinusitis, often with simultaneous infections at two or more disparate sites","A distinctive-appearing 8-month-old boy with an interrupted aortic arch, hypocalcemia, and cleft palate","A 1-year-old boy with severe eczema, recurrent middle-ear infections, lymphopenia, and thrombocytopenia",A 9-year-old boy with an eczema-like rash and recurrent severe staphylococcal infections,D,Pediatrics,A,A,0,0
"A 3-month old male child with normal genitalia presents to the emergency department with severe dehydration, hyperkalemia and hyponatremia. The measurement blood levels of which of the following will be helpful ?",17-hydroxy progesterone,Renin,Cortisol,Aldosterone,A,Pediatrics,A,A,1,1
Auer rods are specific for:,Acute myeloid leukemia,Acute lymphocytic leukemia,Chronic lymphocytic leukemia,Hodgkin's lymphoma,A,Pediatrics,A,A,1,1
Recommended daily dose of Iodine in a child is:-,120-200 ug,90-120 ug,30-60 ug,500 ug,B,Pediatrics,A,B,0,1
"In a child with acute liver failure, the most important abnormal serum biochemical test that indicates poor prognosis:",Increasing transaminases,Increasing bilirubin,Increasing prothrombin time,Reversal of serum albumin-globulin ratio,C,Pediatrics,B,C,0,1
Most common viral cause of acquired aqueductal stenosis is:,Rubella,Mumps,Toxoplasma,Enterovirus,B,Pediatrics,A,A,0,0
Pathognomic of measls -,Koplik spot,Rash,Fever,Conjuctivitis,A,Pediatrics,A,A,1,1
Acute malnutrition is manifested by,Weight for age,Weight for height,Age for height,Brocas index,B,Pediatrics,B,B,1,1
"In which electrolyte abnormality, the following ECG finding is seen?",Hyponatremia,Hypernatremia,Hypokalemia,Hyperkalemia,C,Pediatrics,D,C,0,1
Apnea of prematurity -,> 10 sec,> 15 sec,> 20 sec,> 30 sec,C,Pediatrics,B,B,0,0
Which of the following does not establish a diagnosis of congenital CMV infection in a neonate?,Urine culture for CMV,IgG CMV antibodies in blood,Intra-nuclear inclusion bodies in hepatocytes,CMV viral DNA in blood by polymerase chain reaction,B,Pediatrics,B,B,1,1
Pseudo hermaphroditism in a female child is most commonly due to:,21-hydroxylase deficiency,17-hydroxylase deficiency,11-hydroxylase deficiency,3-hydroxylase deficiency,A,Pediatrics,A,A,1,1
Fast breathing in a 3 year old child is?,> 60,>50,>40,>30,C,Pediatrics,D,C,0,1
Most sensitive antibody for SLE:,Anti-nuclear,Anti-ds DNA,Anti-Smith,Anti-histone,A,Pediatrics,A,A,1,1
New born doubles his weight at _____________,3 months,6 months,9 months,12 months,B,Pediatrics,D,B,0,1
As per as latest resuscitation guidelines Umbilical cord clamping must be delayed for atleast ( in preterm ),20 seconds,30 seconds,40 seconds,60 seconds,B,Pediatrics,D,D,0,0
"A 5-year-old unimmunized child presented with sore throat & swelling of neck. On examination of throat, the following was seen. What is the most probable causative organism?",Streptococcus pyogenes,Mycobacterium tuberculosis,Staphylococcus aureus,Corynebacterium diphtheriae,D,Pediatrics,A,C,0,0
Anterior fontanelle is closed at,< 3 months,12 months,12-18 months,> 3 years,C,Pediatrics,B,C,0,1
A 6 month child presents with episosdes of vomitting after ingesting fruit juice. Which of following enzyme deficiency is likely ?,Aldolase B,Fructokinase,Glucose 6 phosphatase,Hexokinase,A,Pediatrics,B,A,0,1
Commonest cause of meningoencephalitis in children is:,HSV,Measles,Arbovirus,Enterovirus,D,Pediatrics,D,D,1,1
Most common cause of persistent hypertension in child with intrinsic renal disease is -,CGN,Chronic Pyelonephritis,Obstructive uropathy,Renal tumor,B,Pediatrics,A,A,0,0
"According to IAP classification of Grade IV malnutrition, Weight-for-age of the standard (%) is _________",71-80,61-70,51-60,< 50,D,Pediatrics,D,D,1,1
Clinical feature(s) seen in Kwashiorkar is/are _______,Loose wrinkled skin,Hunger pangs,Simian facies,Edema and apathy,D,Pediatrics,D,A,1,0
Testes are not palpable in,SRY deletion,DAX 1 deletion,WNT4 gene mutation,RSPO1 gene mutation,A,Pediatrics,C,A,0,1
The neonatal feature of cystic fibrosis is,Bronchitis,Bronchiolitis,Meconeum ileus,Bronchiectasis,C,Pediatrics,C,C,1,1
The abdominal mass in congenital hyperophic pyloric stenosis is a new born child can be best palpated:-,In the midepigastric area,In the right hypochondriac quadrant,In the umbilical area,During feeding,A,Pediatrics,A,A,1,1
The most common type of total anomalous pulmonary venous connection is:,Supracardiac,Infracardiac,Mixed,Cardiac,A,Pediatrics,A,A,1,1
Which of the following is post-chemotherapy based staging system in Wilms' tumor?,National Wilms' tumor staging system (NWTS),International society of pediatric oncology (ISPO),AJCCTNM,Chadwick,A,Pediatrics,A,A,1,1
Puff of smoke appearance on contrast CT angiography is seen -,Moya Moya Disease,Acrodermatitis Enterohepatica,Neuromyelitis Optica,Kasbach Meritt Syndrome,A,Pediatrics,A,A,1,1
Which of the following is the major site of erythropoietin production during the fetal stage?,Liver,Yolk sac,Bone,Spleen,A,Pediatrics,B,A,0,1
Age at which child can tell gender?,2 years,3 years,4 years,5 years,B,Pediatrics,B,B,1,1
The most common cause of diarrhea in children is-,Vibrio cholera,E. coli,Rotavirus,Pneumococcus,C,Pediatrics,C,C,1,1
Diabetic ketoacidosis is said to be present if:,"Hyperglycemia, heavy glycosuria, ketonemia, ketonuria, acidosis are present","Hyperglycemia, glycosuria, hyperkalemia and hypocalcemia are present","Hypoglycemia, hypokalemia, hypercalcemia, ketonemia are present","Hypoglycemia, ketonemia, ketonuria hypokalemia are present",A,Pediatrics,A,A,1,1
"Roopmati, A 56-year-old female with lymph-node-positive breast cancer was treated with systemic chemotherapy. Four weeks later, she developed frequent urination, suprapubic pain, dysuria, and hematuria. Which of the following could have prevented this patient's condition?",Folinic acid,Mesna,Dexrazoxane,Amifostine,B,Pharmacology,B,B,1,1
Which of the following is a long acting bronchodilator?,Salbutamol,Terbutaline,Adrenaline,Formoterol,D,Pharmacology,D,D,1,1
Latanoprost (PGF0 alf,Maintenance of ductus arteriosus,Pulmonary hypertension,Gastric mucosal protection,Glaucoma,D,Pharmacology,D,D,1,1
Alkaline diuresis is done for treatment of poisoning due to,Morphine,Amphetamine,phenobarbitone,Atropine,C,Pharmacology,A,C,0,1
"A patient presented in emergency with tachycardia,hypehermia,bronchial dilation and constipation.The person is likely to be suffering from overdose of",Atropine,organophosphorus compound,Mushroom,Paracetamol,A,Pharmacology,B,A,0,1
Signs and symptoms of uncomplicated pituitary diabetes insipidus can be controlled using -,Mannitol,Glycerol,Desmopressin,Ethyleneglycol,C,Pharmacology,C,C,1,1
Methicilline resistance staph aureus NOT responds to,Aminoglycosides,Lincosamide,Oxacilli,Vancomycin,C,Pharmacology,D,C,0,1
Which of the following treatment would be least effective for asystole?,External pacemaker,"Intravenous epinephrine, 10 ml. of 1:10,000","Intravenous calcium gluconate, 10 ml. of 10% solution","Intravenous atropine, 0.5 mg",C,Pharmacology,A,A,0,0
Organophosphate sacked by inhibiting the enzyme acetylcholinesterase. Which type of enzyme inhibitors are they,Competitive and reversible,Non competitive and Irreversible,Uncompetitive and reversible,Competitive and Irreversible,B,Pharmacology,B,C,1,0
Enzyme inactivation is the main mode of resistance to:,Aminoglycosides,Quinolones,Rifamycins,Glycopeptides,A,Pharmacology,A,A,1,1
Rofecoxib was withdrawn due to:,lschemic hea disease,Renal complication,Liver adenoma,Gastric ulcer,A,Pharmacology,A,A,1,1
"A patient of schizophrenia was staed on haloperidol 5 mg. Next day, he presented with uprolling of eyes. Complete neurological examination revealed no spasticity or any other abnormality. Visual acuity and ophthalmoscopic findings are normal. Most likely diagnosis is :",Akathisia,Acute dystonia,Seizure,Tardive dyskinesia,B,Pharmacology,A,A,0,0
Which of the following is not an early adverse effect of methotrexate?,Hepatic fibrosis,Myelosupression,Nausea,Stomatitis,A,Pharmacology,A,A,1,1
"Which of the following will you like to give to a pregnant patient to decrease the risk of neural tube defects in the offspring, if your patient is receiving antiepileptic drugs?",Folic acid,Vitamin A,Vitamin E,Pyridoxine,A,Pharmacology,A,A,1,1
"Calculate the loading dose of a drug whose systemic bioavailability will be 20%, Vd-200L and target concentration is 5gm/L",1g,5g,12.5g,25g,B,Pharmacology,C,D,0,0
Drug directly acting on blood vessels is:,Hydralazine,Verapamil,Propranolol,Methyaldopa,A,Pharmacology,A,A,1,1
Plasma half life of carbimazole is:,4 hours,8 hours,16 hours,24 hours,B,Pharmacology,C,A,0,0
Which of the following is a guanylate cyclase agonist used in irritable bowel syndrome?,Lubiprostine,Linaclotide,Tegaserod,Methyl naltrexone,B,Pharmacology,B,B,1,1
